policy_id,customer_id,policy_type,provider,premium_amount,coverage_amount,policy_duration_years,policy_start_year,policy_end_year,policy_risk_level,policy_status,customer_income,customer_credit_score,customer_employment
POL_840325,CUST_996653,home,Vega-Smith,972,135000,2,2021,2023,low,active,48418,793,retired
POL_891061,CUST_475910,health,Newman and Sons,1094,45000,6,2017,2023,medium,active,50752,701,employed
POL_390568,CUST_740361,life,"Gonzalez, Harris and Hood",1488,203280,7,2018,2025,high,active,53107,654,retired
POL_138770,CUST_740361,travel,"Jacobs, Church and Martinez",895,55000,7,2016,2023,medium,active,53107,654,retired
POL_915585,CUST_688240,health,"Lewis, Baker and Rodriguez",1805,69300,10,2017,2027,medium,active,81218,727,self-employed
POL_590023,CUST_688240,life,Washington Inc,1683,138600,6,2020,2026,low,active,81218,727,self-employed
POL_249406,CUST_174810,life,Horne-Rogers,2202,132000,8,2020,2028,medium,active,79408,659,employed
POL_490101,CUST_174810,home,Brown and Sons,2157,150000,6,2016,2022,medium,active,79408,659,employed
POL_275877,CUST_183326,health,"Bowen, Ramirez and Martin",2579,83160,3,2023,2026,low,active,46686,820,retired
POL_300509,CUST_326738,home,"Villa, Robles and Burke",2064,135000,8,2015,2023,low,active,40201,708,employed
POL_179748,CUST_333151,life,"Potter, Johnston and Velazquez",1441,145200,4,2018,2022,high,active,73256,678,employed
POL_901411,CUST_333151,travel,Matthews Ltd,777,60500,5,2017,2022,medium,active,73256,678,employed
POL_100557,CUST_566088,life,Randall Inc,1228,209088,2,2023,2025,low,active,34407,711,retired
POL_619072,CUST_566088,home,"White, Andrews and Williams",643,148500,2,2022,2024,high,inactive,34407,711,retired
POL_489479,CUST_567796,auto,Wilson-Neal,1692,10395,8,2015,2023,high,active,37364,619,retired
POL_564554,CUST_567796,travel,Maxwell-Mcdonald,2126,49500,7,2018,2025,high,inactive,37364,619,retired
POL_657754,CUST_725761,home,Brown LLC,2063,150000,9,2017,2026,high,inactive,45512,641,retired
POL_769283,CUST_517782,health,Lambert Inc,1530,50000,10,2022,2032,medium,active,67257,772,employed
POL_619008,CUST_517782,home,"Owens, Mann and Perez",1192,150000,6,2015,2021,medium,active,67257,772,employed
POL_613497,CUST_133440,life,Mclean-Smith,1606,138600,6,2024,2030,low,active,46001,660,self-employed
POL_844313,CUST_593233,auto,Wilson-Phillips,1141,9450,7,2018,2025,low,active,35265,732,self-employed
POL_687172,CUST_459759,travel,Brown-Chan,1076,60500,5,2017,2022,low,active,76787,771,employed
POL_994173,CUST_194674,life,Roberts-Chambers,1024,90000,2,2016,2018,medium,active,68348,759,employed
POL_464860,CUST_194674,travel,"Taylor, Jennings and Brown",879,45000,4,2015,2019,high,active,68348,759,employed
POL_764640,CUST_776478,life,"Dennis, Johnson and Gutierrez",1639,128304,4,2023,2027,low,inactive,39610,654,retired
POL_568931,CUST_639090,auto,Scott-Jackson,1025,24750,4,2017,2021,medium,active,50322,614,self-employed
POL_173806,CUST_752862,home,Hall-Nelson,1656,135000,3,2023,2026,low,inactive,43765,790,self-employed
POL_364012,CUST_664172,life,"Walter, Smith and Reynolds",991,89100,4,2024,2028,high,active,33153,680,student
POL_526421,CUST_664172,travel,Martin Group,776,49500,3,2021,2024,medium,inactive,33153,680,student
POL_886265,CUST_487947,travel,Mullins-Moore,560,55000,5,2015,2020,low,active,65700,684,employed
POL_168771,CUST_187920,auto,Hall Ltd,564,18225,4,2021,2025,high,inactive,24149,779,retired
POL_935176,CUST_478077,health,Harris Inc,1832,59400,8,2016,2024,low,active,45110,733,employed
POL_895431,CUST_743694,travel,Ball-Castillo,1014,45000,5,2016,2021,medium,active,45556,727,self-employed
POL_667785,CUST_890369,health,Martin-Watson,1856,55000,2,2024,2026,medium,active,53497,829,employed
POL_191825,CUST_890369,travel,"Smith, Trevino and Archer",1222,60500,7,2024,2031,medium,active,53497,829,employed
POL_934384,CUST_781976,home,Thomas-Johnson,2218,135000,7,2020,2027,low,active,28093,661,retired
POL_351494,CUST_764949,auto,Vega PLC,1671,9450,10,2023,2033,low,active,54673,755,retired
POL_329808,CUST_683533,auto,Parsons-Olson,1937,9450,7,2015,2022,low,active,66376,703,employed
POL_933270,CUST_683533,travel,"Willis, Morgan and Chambers",1908,45000,10,2019,2029,low,active,66376,703,employed
POL_131932,CUST_402027,travel,Walker Group,1147,50000,2,2024,2026,high,active,83408,716,employed
POL_732778,CUST_765388,health,Rosario Ltd,1492,50000,1,2017,2018,high,active,88091,791,self-employed
POL_657019,CUST_765388,travel,Jackson-Sanchez,1485,50000,2,2022,2024,medium,inactive,88091,791,self-employed
POL_122850,CUST_635246,travel,James Ltd,1750,45000,7,2019,2026,medium,inactive,44623,730,employed
POL_131714,CUST_109564,health,Jacobs-Adams,1575,96800,5,2017,2022,high,active,67001,732,employed
POL_743573,CUST_717738,life,Hall Group,1853,149688,7,2022,2029,low,active,21010,764,retired
POL_105797,CUST_717738,travel,Matthews PLC,1123,40500,4,2017,2021,high,active,21010,764,retired
POL_884000,CUST_864110,life,Hubbard-Wright,1698,158400,7,2019,2026,low,inactive,80321,678,employed
POL_458424,CUST_864110,home,Larson-Dean,1827,135000,8,2024,2032,high,active,80321,678,employed
POL_178523,CUST_794605,life,Gay-Cochran,1229,142560,6,2020,2026,low,active,53886,649,retired
POL_228133,CUST_794605,home,"Gomez, Miller and Allen",1251,135000,9,2022,2031,medium,inactive,53886,649,retired
POL_867180,CUST_770185,auto,Martin PLC,2404,22275,1,2024,2025,low,active,109067,637,employed
POL_622536,CUST_770185,home,Boyd Group,1547,148500,10,2015,2025,high,inactive,109067,637,employed
POL_341357,CUST_461352,life,"Miller, Green and Lopez",1173,152460,2,2019,2021,medium,active,102866,582,employed
POL_323798,CUST_549359,home,Nguyen-Torres,1272,135000,1,2023,2024,medium,active,65222,823,self-employed
POL_634402,CUST_549359,travel,"Knight, Curtis and White",1874,45000,5,2017,2022,low,inactive,65222,823,self-employed
POL_462241,CUST_562002,health,Vega Ltd,944,95040,1,2021,2022,medium,active,52310,633,retired
POL_668324,CUST_562002,auto,Schwartz LLC,1870,9450,7,2024,2031,high,active,52310,633,retired
POL_392400,CUST_280933,health,Floyd-Ramirez,1643,59400,8,2021,2029,low,active,86001,686,employed
POL_951166,CUST_630737,health,"Preston, Tate and Cruz",1019,55000,4,2016,2020,low,active,80613,683,self-employed
POL_972061,CUST_630737,home,Salinas-Davis,1042,165000,8,2021,2029,medium,active,80613,683,self-employed
POL_400676,CUST_883150,home,Graves-Bryan,1166,150000,10,2022,2032,high,active,49435,718,employed
POL_759504,CUST_883150,travel,Savage-Hill,1525,50000,5,2020,2025,medium,active,49435,718,employed
POL_857828,CUST_993980,life,"Martinez, Harris and Burnett",1138,186340,10,2022,2032,low,inactive,116778,748,employed
POL_818522,CUST_993980,home,"Campbell, Jackson and Callahan",1061,181500,5,2016,2021,low,active,116778,748,employed
POL_688424,CUST_780534,health,"Woods, Alvarez and Jones",2677,88000,5,2017,2022,medium,active,56789,751,self-employed
POL_650875,CUST_636869,life,Blankenship-Sullivan,1807,100000,10,2019,2029,medium,active,52294,665,self-employed
POL_653471,CUST_636869,auto,Rich-Rodriguez,1231,22500,4,2017,2021,medium,inactive,52294,665,self-employed
POL_461162,CUST_390808,auto,"Moore, Howard and Smith",581,24750,2,2016,2018,low,active,42504,689,retired
POL_317650,CUST_390808,travel,Hernandez Group,708,55000,1,2019,2020,medium,active,42504,689,retired
POL_684055,CUST_385331,travel,Barry-Fox,1409,40500,9,2015,2024,medium,active,26573,716,retired
POL_854765,CUST_375162,health,Reeves Ltd,3100,36450,8,2023,2031,high,active,36084,729,student
POL_759208,CUST_375162,life,"Taylor, Novak and Park",2806,72900,6,2024,2030,low,active,36084,729,student
POL_429402,CUST_797503,auto,Johnson Group,1267,9450,1,2022,2023,high,active,46682,744,self-employed
POL_305472,CUST_797503,travel,Bush-Valencia,2659,45000,4,2018,2022,high,active,46682,744,self-employed
POL_125637,CUST_910981,home,Montgomery Inc,519,150000,8,2021,2029,medium,active,61849,739,self-employed
POL_888527,CUST_616633,home,Sexton-Heath,1554,121500,7,2018,2025,high,active,33985,770,retired
POL_522753,CUST_616633,travel,Aguirre-Melton,948,40500,1,2019,2020,low,active,33985,770,retired
POL_525324,CUST_300239,auto,Hudson-Davidson,1886,22275,4,2023,2027,medium,active,112872,710,employed
POL_568284,CUST_300239,travel,Day Ltd,2044,54450,7,2016,2023,low,inactive,112872,710,employed
POL_193044,CUST_834767,health,Parsons PLC,963,50000,4,2023,2027,high,active,53744,622,employed
POL_610432,CUST_834767,travel,Moreno LLC,2376,50000,10,2015,2025,medium,active,53744,622,employed
POL_338990,CUST_934229,auto,"Edwards, Harris and Davis",568,11550,3,2020,2023,medium,inactive,87862,723,employed
POL_182897,CUST_590833,health,"Holloway, Cole and Ross",974,69300,10,2016,2026,medium,active,57411,660,employed
POL_364666,CUST_590833,life,"Ali, Lopez and Rowland",838,138600,7,2018,2025,low,active,57411,660,employed
POL_925072,CUST_799987,auto,Wolf-White,1624,9450,5,2018,2023,medium,inactive,85775,668,self-employed
POL_375592,CUST_789622,life,Carr-Davis,1009,203280,3,2021,2024,high,active,53199,774,retired
POL_833277,CUST_490386,auto,"Anderson, Wilson and Elliott",2186,22500,4,2018,2022,medium,active,52062,701,retired
POL_115476,CUST_490386,home,"White, Wilson and Waters",2469,150000,4,2018,2022,high,active,52062,701,retired
POL_485058,CUST_316087,life,Morris-Kerr,2385,138600,10,2017,2027,medium,active,54336,718,employed
POL_336733,CUST_316087,home,"Johnson, Vargas and Gonzales",2071,135000,3,2021,2024,low,active,54336,718,employed
POL_897780,CUST_794027,life,Martinez-Hall,2243,232320,2,2017,2019,medium,active,48104,802,retired
POL_513921,CUST_700844,home,Cooke Group,1662,150000,6,2020,2026,high,active,98053,714,employed
POL_316283,CUST_143826,home,Andrews-Williams,825,165000,4,2015,2019,high,active,44721,850,retired
POL_449785,CUST_742645,auto,Strickland-Vance,1799,24750,7,2017,2024,medium,active,105667,733,employed
POL_948000,CUST_742645,home,Perry-Deleon,2035,165000,5,2017,2022,low,active,105667,733,employed
POL_476493,CUST_953908,health,"Elliott, Yang and Glover",717,45000,4,2022,2026,high,active,90712,594,employed
POL_235117,CUST_953908,life,"Adkins, Harris and Johns",1953,90000,10,2022,2032,medium,active,90712,594,employed
POL_166800,CUST_390740,travel,Smith-Roberts,1589,45000,10,2022,2032,medium,active,24531,745,retired
POL_975552,CUST_639386,health,Sanchez-Baker,2938,59400,1,2022,2023,high,active,84686,722,employed
POL_576489,CUST_639386,travel,"Perez, Thompson and Wilson",1841,45000,9,2018,2027,low,active,84686,722,employed
POL_856028,CUST_366045,auto,Simmons-Lee,2168,22275,9,2020,2029,medium,active,39532,777,retired
POL_525456,CUST_895205,auto,"Allison, Allen and Pena",1410,9450,6,2022,2028,medium,active,79879,740,employed
POL_526956,CUST_365677,auto,"Serrano, Grimes and Jackson",2380,20250,9,2016,2025,high,active,65198,691,employed
POL_764215,CUST_506610,home,Rhodes Group,2265,121500,3,2023,2026,high,active,35667,626,retired
POL_783223,CUST_506610,travel,Bradley Ltd,2678,40500,6,2016,2022,low,active,35667,626,retired
POL_161610,CUST_120482,health,Rodriguez-Small,1561,69300,4,2024,2028,medium,inactive,40042,648,employed
POL_959069,CUST_120482,life,Davis-Morgan,2140,138600,10,2018,2028,medium,active,40042,648,employed
POL_569070,CUST_511256,health,Pacheco Ltd,3005,87120,2,2016,2018,medium,active,58251,665,retired
POL_971795,CUST_511256,travel,Young-Donovan,2208,55000,7,2021,2028,high,inactive,58251,665,retired
POL_590907,CUST_370345,health,"Bates, Smith and Shelton",1422,76230,3,2019,2022,medium,active,39821,735,self-employed
POL_382716,CUST_370345,auto,"Carter, Mcgee and Lewis",2475,10395,2,2017,2019,medium,inactive,39821,735,self-employed
POL_420181,CUST_562115,home,Hansen-Stewart,1126,135000,9,2018,2027,medium,active,77419,800,self-employed
POL_472677,CUST_680804,health,Sanchez-Howard,1817,88000,7,2016,2023,low,active,89315,723,employed
POL_897240,CUST_497499,travel,Jones PLC,1237,45000,3,2016,2019,high,active,43219,628,self-employed
POL_722342,CUST_194732,travel,"Butler, Reed and Patterson",1952,45000,10,2023,2033,high,active,34848,726,retired
POL_823564,CUST_901813,health,"Craig, Hernandez and Riley",1691,72600,10,2019,2029,medium,active,46633,771,self-employed
POL_721203,CUST_901813,life,Walsh LLC,902,145200,8,2019,2027,low,active,46633,771,self-employed
POL_574189,CUST_544886,life,Sanders and Sons,1991,166320,5,2015,2020,low,inactive,29382,663,retired
POL_168950,CUST_544886,auto,Brown and Sons,1422,9450,2,2019,2021,medium,active,29382,663,retired
POL_747129,CUST_687394,health,Richards Inc,1883,53460,1,2015,2016,medium,active,34987,691,retired
POL_459346,CUST_704270,auto,Bailey-Schwartz,2135,9450,7,2017,2024,high,active,40451,700,self-employed
POL_936048,CUST_611357,auto,"Gonzalez, Holmes and Smith",1200,10395,5,2019,2024,low,active,30546,652,self-employed
POL_973864,CUST_790538,health,"Adams, Wright and Smith",761,71280,8,2021,2029,low,active,30434,738,retired
POL_554513,CUST_813604,life,"Scott, Dixon and Morgan",995,81000,2,2017,2019,medium,active,94401,692,employed
POL_813182,CUST_813604,home,Gray PLC,1317,135000,9,2022,2031,medium,active,94401,692,employed
POL_777405,CUST_349464,home,"Roberts, Murphy and Fischer",1103,148500,9,2020,2029,low,active,33630,725,self-employed
POL_517006,CUST_349464,travel,"Rodriguez, Cummings and Martin",2173,49500,10,2020,2030,medium,active,33630,725,self-employed
POL_121824,CUST_204567,health,Bautista-Gonzalez,2669,88000,3,2024,2027,medium,active,51524,646,employed
POL_265704,CUST_204567,home,"Carrillo, Buchanan and Wells",2322,150000,7,2020,2027,low,inactive,51524,646,employed
POL_896097,CUST_469970,health,Mooney Ltd,1324,72600,1,2022,2023,medium,inactive,62528,673,self-employed
POL_893624,CUST_762315,travel,Nguyen-Thomas,2331,60500,10,2020,2030,high,active,75212,743,employed
POL_588250,CUST_590465,health,Burke Group,2842,71280,3,2020,2023,medium,active,38508,677,retired
POL_947930,CUST_888000,home,Allen LLC,1574,135000,7,2021,2028,high,active,49186,803,employed
POL_252657,CUST_730621,health,Rodriguez Group,1469,85536,6,2024,2030,high,active,37708,713,retired
POL_629979,CUST_730621,travel,"Benton, Mcpherson and Mcgee",2669,40500,4,2019,2023,low,active,37708,713,retired
POL_198145,CUST_342146,life,Lyons-Davis,2725,182952,4,2024,2028,medium,active,38873,755,retired
POL_614141,CUST_342146,travel,Nguyen-Porter,1421,49500,8,2017,2025,high,active,38873,755,retired
POL_679240,CUST_615209,life,Shaw-Richards,2389,184800,2,2020,2022,high,active,41763,614,retired
POL_682594,CUST_354129,auto,"Gibbs, Taylor and Cooper",2785,10395,3,2021,2024,medium,inactive,38249,594,self-employed
POL_992265,CUST_354129,home,"Newman, Mcgee and Brooks",1675,148500,2,2024,2026,medium,inactive,38249,594,self-employed
POL_417459,CUST_587559,life,Alvarez Ltd,3224,232320,5,2016,2021,medium,inactive,51542,608,retired
POL_397847,CUST_440667,life,"Miller, Barrett and Powell",1209,193600,8,2018,2026,medium,active,115320,775,employed
POL_213190,CUST_440667,auto,Mcintyre-Good,667,11550,2,2020,2022,low,active,115320,775,employed
POL_217336,CUST_342428,auto,Ruiz-Floyd,2421,18225,1,2016,2017,high,active,36291,666,retired
POL_183175,CUST_342428,travel,Young-Gibson,740,40500,7,2016,2023,low,active,36291,666,retired
POL_901397,CUST_343734,travel,"Hamilton, Powers and Pollard",2120,55000,4,2016,2020,medium,active,85450,850,employed
POL_176444,CUST_580914,health,"Wu, Clark and Brooks",2835,79200,8,2022,2030,low,active,70146,666,employed
POL_371828,CUST_379731,auto,Smith-Andrews,2056,20250,3,2018,2021,low,inactive,56451,711,employed
POL_504757,CUST_379731,travel,Myers-Vance,892,45000,4,2015,2019,high,active,56451,711,employed
POL_259488,CUST_939683,life,Scott-Nunez,2314,90000,4,2021,2025,low,active,91546,792,employed
POL_484324,CUST_475329,health,Manning-Mendez,1378,72600,6,2015,2021,low,active,89206,820,self-employed
POL_184025,CUST_475329,home,Chandler PLC,1091,165000,7,2024,2031,medium,active,89206,820,self-employed
POL_636790,CUST_431289,travel,Jones-Rocha,1239,49500,8,2024,2032,low,inactive,56842,823,self-employed
POL_884882,CUST_819153,home,Wilkins LLC,622,135000,6,2016,2022,high,active,38950,772,retired
POL_219746,CUST_819153,travel,Sanchez Inc,2082,45000,7,2023,2030,medium,active,38950,772,retired
POL_798821,CUST_649920,life,Diaz PLC,2311,158400,9,2017,2026,medium,inactive,45784,761,employed
POL_404443,CUST_136893,health,Dudley-Taylor,1389,66000,3,2015,2018,high,active,90577,735,employed
POL_975280,CUST_136893,auto,"Gibson, Owens and Wright",548,10500,10,2023,2033,high,active,90577,735,employed
POL_931038,CUST_261834,travel,"Winters, Bright and Carney",2426,60500,5,2017,2022,low,inactive,61367,746,self-employed
POL_611218,CUST_314349,health,Smith Inc,1210,77000,5,2016,2021,high,active,43772,666,employed
POL_428257,CUST_314349,auto,Walls-Baker,990,10500,10,2019,2029,medium,active,43772,666,employed
POL_447608,CUST_737135,health,Shaw-Walter,1223,77000,5,2022,2027,high,active,54832,650,self-employed
POL_457580,CUST_737135,travel,Curtis-Mckenzie,2416,55000,3,2020,2023,high,inactive,54832,650,self-employed
POL_818021,CUST_447368,auto,"Jones, Kelly and Harris",1444,20250,5,2023,2028,medium,active,53015,699,retired
POL_512998,CUST_113228,home,Mcgrath-Robbins,1756,165000,2,2016,2018,medium,active,66222,689,employed
POL_679659,CUST_677305,travel,Gill and Sons,1018,45000,7,2021,2028,low,active,51053,672,self-employed
POL_716319,CUST_265033,health,Arnold and Sons,2023,84700,2,2020,2022,medium,active,80613,741,employed
POL_193919,CUST_204622,home,Martinez LLC,2030,165000,9,2017,2026,medium,active,97367,757,employed
POL_448771,CUST_204622,travel,Murphy Group,780,60500,9,2020,2029,medium,active,97367,757,employed
POL_175632,CUST_573545,auto,Dudley Group,1925,24750,1,2018,2019,low,active,41450,705,retired
POL_512711,CUST_500154,travel,Hayes-Juarez,2017,40500,4,2021,2025,medium,active,22127,631,student
POL_726046,CUST_180540,health,"Jacobs, Watson and Brown",2598,84700,6,2015,2021,high,active,49840,688,self-employed
POL_132564,CUST_180540,life,Barnes LLC,1328,169400,2,2020,2022,medium,active,49840,688,self-employed
POL_739415,CUST_920522,travel,"Williams, Morrison and Mitchell",1757,55000,10,2022,2032,medium,active,59988,656,employed
POL_265978,CUST_321688,auto,Stevens-Morrison,2535,9450,3,2023,2026,low,active,58021,588,retired
POL_870591,CUST_221471,health,Reeves-Alexander,2027,49500,6,2016,2022,high,active,65952,695,employed
POL_608298,CUST_221471,life,"Curtis, Nguyen and Baker",2103,99000,8,2019,2027,low,active,65952,695,employed
POL_706586,CUST_652145,health,Turner Group,1703,92400,1,2022,2023,low,active,43668,692,retired
POL_133776,CUST_652145,home,Cooper LLC,2061,150000,2,2023,2025,low,active,43668,692,retired
POL_421018,CUST_380734,travel,"Baldwin, Johnson and Roth",1512,60500,1,2024,2025,high,active,75620,790,employed
POL_967289,CUST_415054,health,Peterson-Johnson,951,49500,7,2015,2022,low,active,119202,737,employed
POL_293461,CUST_415054,life,Harrell-Clark,1831,99000,9,2022,2031,medium,inactive,119202,737,employed
POL_608501,CUST_128062,life,"Morris, Parks and Rodriguez",2121,174240,8,2016,2024,medium,active,42976,638,retired
POL_564305,CUST_496960,auto,Knox-Lewis,1269,10500,4,2018,2022,medium,active,82220,811,employed
POL_829589,CUST_591294,health,"Turner, Evans and Boyd",2474,87120,8,2016,2024,high,active,36536,773,retired
POL_598338,CUST_895753,health,"Mcpherson, Moore and Garcia",1555,72600,7,2022,2029,medium,active,67625,734,self-employed
POL_945055,CUST_893909,auto,Hansen Inc,1726,11550,8,2020,2028,low,active,40601,642,self-employed
POL_147751,CUST_548341,health,Warner PLC,3253,88000,9,2016,2025,low,active,52805,677,self-employed
POL_452838,CUST_548341,life,Warner-Griffin,981,176000,4,2023,2027,medium,active,52805,677,self-employed
POL_493609,CUST_373441,home,Hicks-Wade,1605,135000,6,2019,2025,high,active,85430,765,self-employed
POL_276911,CUST_507456,life,"Lopez, Thomas and Walker",743,132000,1,2024,2025,low,inactive,58856,813,self-employed
POL_545708,CUST_507456,auto,"Carr, King and Anderson",1293,10500,5,2018,2023,high,inactive,58856,813,self-employed
POL_656537,CUST_758916,health,"Harrington, Delgado and Noble",1466,45000,9,2019,2028,high,inactive,88626,792,employed
POL_296696,CUST_758916,travel,Garcia-Merritt,1052,50000,6,2023,2029,low,active,88626,792,employed
POL_324237,CUST_757246,life,"Owens, Hardin and Campbell",2691,132000,3,2021,2024,low,active,47259,632,employed
POL_201447,CUST_757246,auto,"Harris, Walter and Hardy",1430,10500,4,2024,2028,low,active,47259,632,employed
POL_463603,CUST_164342,life,Mcpherson Ltd,1501,159720,6,2018,2024,medium,active,109580,708,employed
POL_368909,CUST_164342,home,"Thompson, Allen and Wilson",1921,181500,10,2021,2031,low,active,109580,708,employed
POL_152215,CUST_656066,life,"Hardy, Clark and Cain",1691,110000,5,2024,2029,medium,active,94092,593,employed
POL_142284,CUST_758286,life,Kelley and Sons,2544,118800,7,2018,2025,medium,active,37966,719,self-employed
POL_171510,CUST_926690,travel,Bryant PLC,977,49500,8,2018,2026,medium,active,85549,691,self-employed
POL_756852,CUST_370677,life,"Reynolds, Owens and Brown",690,132000,3,2020,2023,low,inactive,59485,672,retired
POL_834854,CUST_432675,health,Chavez-Macias,2825,66000,1,2024,2025,medium,active,63246,604,self-employed
POL_134004,CUST_432675,travel,Stephens-Campbell,853,50000,1,2022,2023,low,inactive,63246,604,self-employed
POL_419369,CUST_590693,health,Cohen-Walker,1283,87120,9,2018,2027,high,active,103108,730,employed
POL_169413,CUST_935353,auto,Lopez Ltd,1540,10500,4,2022,2026,medium,active,59104,668,employed
POL_829770,CUST_935353,home,Nicholson-Jones,511,150000,2,2015,2017,high,active,59104,668,employed
POL_979636,CUST_578202,health,Mora-Cuevas,1581,96800,1,2021,2022,high,active,113967,629,employed
POL_837632,CUST_517252,life,Ellis-Griffin,3146,203280,6,2024,2030,high,active,50344,550,retired
POL_642029,CUST_647044,health,"Pena, Foster and Rich",3475,104544,6,2023,2029,low,active,36563,698,retired
POL_611089,CUST_409253,health,"Molina, Davies and Mathis",2942,59400,7,2022,2029,medium,active,79970,806,self-employed
POL_384047,CUST_481086,auto,Sanchez-Russo,905,11550,2,2020,2022,low,active,70178,799,self-employed
POL_993393,CUST_481086,travel,Smith-Smith,1739,55000,10,2020,2030,high,active,70178,799,self-employed
POL_580325,CUST_260999,home,Collins Group,741,165000,3,2018,2021,low,active,56884,672,employed
POL_821705,CUST_843927,life,Jones-Zuniga,1712,118800,4,2023,2027,low,active,75999,663,employed
POL_845903,CUST_843927,travel,"Phillips, Fields and Roy",1464,45000,3,2021,2024,low,active,75999,663,employed
POL_878499,CUST_104492,health,Noble LLC,2114,77000,7,2019,2026,low,active,77637,728,self-employed
POL_992760,CUST_104492,travel,Olson PLC,630,50000,1,2020,2021,high,active,77637,728,self-employed
POL_580355,CUST_433291,health,"Booker, Salinas and Hernandez",2582,79200,6,2017,2023,high,active,83148,640,employed
POL_595363,CUST_433291,life,Stewart-Hamilton,1121,158400,7,2024,2031,medium,active,83148,640,employed
POL_691856,CUST_150325,life,"Shepherd, Dean and Church",1570,182952,9,2020,2029,high,active,32788,718,retired
POL_555881,CUST_481820,life,Wolfe Ltd,2250,149688,4,2018,2022,medium,active,39933,745,retired
POL_565776,CUST_716102,home,Jones-Jennings,779,165000,9,2019,2028,low,inactive,63196,773,self-employed
POL_341790,CUST_866338,auto,Warren-Hall,2050,10395,6,2024,2030,low,inactive,117726,693,employed
POL_197760,CUST_249732,life,"Stewart, Frost and Walsh",1071,169400,8,2024,2032,high,active,51048,687,self-employed
POL_333058,CUST_249732,travel,"Diaz, Morris and Johnson",1411,60500,1,2020,2021,low,active,51048,687,self-employed
POL_255074,CUST_108139,life,"Gray, Robertson and Smith",2847,154000,8,2016,2024,medium,active,89740,647,self-employed
POL_395515,CUST_444310,life,Curry Ltd,1622,176000,2,2024,2026,medium,inactive,40921,650,employed
POL_759437,CUST_444310,travel,Phillips PLC,2167,50000,1,2017,2018,medium,active,40921,650,employed
POL_715657,CUST_703330,travel,"York, Freeman and Singh",1359,50000,6,2016,2022,high,active,59075,686,employed
POL_484846,CUST_364923,auto,"Smith, Nash and Taylor",1596,9450,4,2015,2019,medium,active,20266,722,retired
POL_343812,CUST_364923,travel,Noble-Smith,2297,45000,1,2018,2019,high,active,20266,722,retired
POL_126482,CUST_361604,health,Munoz Group,1964,59400,2,2018,2020,low,active,95842,754,employed
POL_607362,CUST_361604,travel,Parker PLC,790,45000,4,2019,2023,low,active,95842,754,employed
POL_898015,CUST_445889,travel,"Miller, Ortega and Nicholson",1733,50000,3,2023,2026,high,active,57204,651,retired
POL_905557,CUST_819409,health,"Lucero, Hunt and Smith",1590,92400,3,2017,2020,low,inactive,40092,789,retired
POL_381911,CUST_819409,home,"Nichols, Pratt and Elliott",1564,150000,9,2016,2025,high,active,40092,789,retired
POL_254583,CUST_681252,life,Bright-Jones,2438,193600,3,2015,2018,medium,active,90843,683,employed
POL_384702,CUST_297525,home,"Aguilar, Santos and Cooper",535,165000,5,2018,2023,medium,active,45728,698,retired
POL_863491,CUST_297525,travel,Stone and Sons,2071,55000,9,2016,2025,medium,active,45728,698,retired
POL_325753,CUST_304012,health,Spencer-Johnson,1811,72600,6,2017,2023,medium,inactive,88079,655,self-employed
POL_664975,CUST_304012,life,"Woodward, Williams and Terry",1618,145200,8,2024,2032,low,active,88079,655,self-employed
POL_459539,CUST_983675,home,"Campbell, Smith and Drake",2154,135000,3,2020,2023,high,active,60986,554,employed
POL_665699,CUST_828733,auto,"Ballard, Allen and Thomas",2394,8505,6,2021,2027,medium,active,20533,753,student
POL_231885,CUST_828733,home,"Holt, Russell and Stephenson",1403,121500,10,2023,2033,low,active,20533,753,student
POL_329958,CUST_940968,health,Hardy PLC,2966,92400,8,2019,2027,low,active,42289,744,retired
POL_968524,CUST_959430,life,"Vang, Townsend and Cox",3316,142560,9,2018,2027,high,active,32562,683,retired
POL_718120,CUST_170396,home,Green and Sons,1484,148500,10,2021,2031,low,inactive,113955,704,employed
POL_240400,CUST_819183,health,Edwards Inc,2776,45000,7,2015,2022,high,active,50272,730,self-employed
POL_974178,CUST_819183,life,Ortiz-Blair,768,90000,6,2020,2026,low,active,50272,730,self-employed
POL_802708,CUST_158356,health,Lewis PLC,2105,105600,6,2016,2022,high,active,59077,606,retired
POL_769837,CUST_158356,life,Finley-Bartlett,1389,211200,5,2021,2026,high,active,59077,606,retired
POL_474956,CUST_519670,life,Martin Ltd,936,110000,1,2023,2024,high,active,41916,668,self-employed
POL_763226,CUST_519670,travel,Berry-Navarro,521,55000,1,2015,2016,high,active,41916,668,self-employed
POL_293052,CUST_985671,auto,"King, Evans and Johnson",1532,11550,6,2016,2022,medium,active,61942,747,employed
POL_745134,CUST_985671,travel,"Ballard, Hanson and Ramirez",2390,60500,10,2016,2026,medium,active,61942,747,employed
POL_227281,CUST_618854,life,Smith-Brandt,1452,190080,1,2016,2017,low,inactive,48833,624,retired
POL_643353,CUST_618854,home,Dyer Inc,603,135000,9,2016,2025,medium,active,48833,624,retired
POL_205041,CUST_260592,life,"Mosley, Carpenter and Miller",1198,158400,8,2018,2026,high,active,50845,717,self-employed
POL_582802,CUST_134891,home,"Gonzalez, Lewis and Herrera",1549,165000,5,2023,2028,medium,active,75024,618,self-employed
POL_763053,CUST_229195,life,Singh LLC,2457,190080,3,2022,2025,low,active,24867,727,retired
